dtct_nmbr,stat_dt,syst_kind_dvsn,tfvl,avrg_sped,avrg_ocpy_rate,avrg_hdwy,avrg_lngt
00100001,20220607190000,1,1688,42.66666667,12.65,,12.66666667
00100001,20220607090000,1,1034,52,7.953333333,,7.966666667
00100001,20220607180000,1,1407,45.66666667,11.02333333,,11.06666667
00100001,20220607120000,1,722,49,7.616666667,,7.633333333
00100001,20220607020000,1,88,51.66666667,2.536666667,,2.566666667
00100001,20220607170000,1,1169,45.33333333,9.98,,10
00100001,20220607070000,1,765,53.33333333,6.36,,6.366666667
00100001,20220607210000,1,758,44,8.716666667,,8.733333333
00100001,20220607200000,1,1224,47,9.503333333,,9.5
00100001,20220607060000,1,236,53.33333333,3.183333333,,3.2
00100001,20220607140000,1,1076,45.66666667,9.923333333,,9.933333333
00100001,20220607080000,1,740,52.66666667,6.22,,6.233333333
00100001,20220607040000,1,48,53,2.053333333,,2.1
00100001,20220607220000,1,634,45.33333333,8.006666667,,8
00100001,20220607110000,1,839,50,8.31,,8.3
00100001,20220607230000,1,473,48,7.963333333,,8
